frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
261,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000261_pad32_0.jpg,88B88BB,988805,4,0.4286,11.2
262,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000262_pad32_0.jpg,88B88BB,988805,4,0.4286,11.2
263,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000263_pad32_0.jpg,88B88BB,988805,4,0.4286,11.2
264,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000264_pad32_0.jpg,88B88BB,988805,4,0.4286,11.2
265,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000265_pad32_0.jpg,88B88BB,988805,4,0.4286,11.2
266,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000266_pad32_0.jpg,88B88BB,988805,4,0.4286,11.2
267,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000267_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
268,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000268_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
269,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000269_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
270,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000270_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
271,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000271_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
272,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000272_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
273,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000273_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
274,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000274_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
275,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000275_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
276,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000276_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
277,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000277_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
278,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000278_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
279,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000279_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
280,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000280_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
281,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000281_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
282,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000282_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
283,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000283_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
284,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000284_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
285,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000285_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
286,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000286_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
287,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000287_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
288,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000288_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
289,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000289_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
290,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000290_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
291,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000291_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
292,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000292_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
293,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000293_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
294,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000294_pad32_0.jpg,88B88BB,G,7,0.0,-0.8
295,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000295_pad32_0.jpg,88B88BB,9,7,0.0,4.6
296,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000296_pad32_0.jpg,88B88BB,9,7,0.0,5.0
297,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000297_pad32_0.jpg,88B88BB,9,7,0.0,5.0
298,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000298_pad32_0.jpg,88B88BB,9,7,0.0,6.2
299,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000299_pad32_0.jpg,88B88BB,9,7,0.0,6.2
300,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000300_pad32_0.jpg,88B88BB,9,7,0.0,6.2
301,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000301_pad32_0.jpg,88B88BB,9,7,0.0,6.2
302,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000302_pad32_0.jpg,88B88BB,9,7,0.0,6.2
303,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000303_pad32_0.jpg,88B88BB,9,7,0.0,6.2
304,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000304_pad32_0.jpg,88B88BB,9,7,0.0,6.2
305,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000305_pad32_0.jpg,88B88BB,9,7,0.0,6.2
306,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000306_pad32_0.jpg,88B88BB,9,7,0.0,6.2
307,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000307_pad32_0.jpg,88B88BB,9,7,0.0,6.2
